datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",18-24,1,0,1
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",25-29,14,0,14
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",30-34,22,0,22
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",35-39,17,0,17
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",40-44,22,0,22
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",45-49,24,0,24
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",50-54,15,0,15
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",55-59,6,0,6
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",60-64,11,0,11
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",65-69,3,0,3
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",70-74,2,0,2
2021-01-02,Comirnaty,CZ064,"Jihomoravský kraj",75-79,1,0,1
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",25-29,4,0,4
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",30-34,5,0,5
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",35-39,10,0,10
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",40-44,12,0,12
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",45-49,15,0,15
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",50-54,16,0,16
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",55-59,11,0,11
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",60-64,3,0,3
2021-01-02,Comirnaty,CZ071,"Olomoucký kraj",65-69,2,0,2
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",18-24,11,0,11
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",25-29,26,0,26
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",30-34,35,0,35
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",35-39,27,0,27
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",40-44,39,0,39
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",45-49,53,0,53
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",50-54,45,0,45
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",55-59,44,0,44
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",60-64,30,0,30
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",65-69,24,0,24
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",70-74,13,0,13
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",75-79,6,0,6
2021-01-03,Comirnaty,CZ010,"Hlavní město Praha",80+,1,0,1
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",18-24,1,0,1
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",25-29,4,0,4
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",30-34,6,0,6
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",35-39,2,0,2
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",40-44,12,0,12
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",45-49,8,0,8
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",50-54,3,0,3
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",55-59,2,0,2
2021-01-03,Comirnaty,CZ032,"Plzeňský kraj",70-74,1,0,1
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",18-24,7,0,7
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",25-29,10,0,10
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",30-34,6,0,6
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",35-39,8,0,8
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",40-44,10,0,10
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",45-49,12,0,12
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",50-54,4,0,4
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",55-59,7,0,7
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",60-64,7,0,7
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",65-69,4,0,4
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",70-74,3,0,3
2021-01-03,Comirnaty,CZ042,"Ústecký kraj",75-79,1,0,1
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",18-24,3,0,3
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",25-29,15,0,15
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",30-34,14,0,14
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",35-39,17,0,17
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",40-44,34,0,34
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",45-49,31,0,31
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",50-54,21,0,21
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",55-59,21,0,21
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",60-64,10,0,10
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",65-69,6,0,6
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",70-74,2,0,2
2021-01-03,Comirnaty,CZ052,"Královéhradecký kraj",75-79,1,0,1
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",18-24,4,0,4
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",25-29,9,0,9
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",30-34,11,0,11
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",35-39,17,0,17
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",40-44,19,0,19
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",45-49,13,0,13
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",50-54,22,0,22
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",55-59,14,0,14
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",60-64,6,0,6
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",65-69,4,0,4
2021-01-03,Comirnaty,CZ063,"Kraj Vysočina",70-74,1,0,1
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",25-29,3,0,3
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",30-34,6,0,6
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",35-39,14,0,14
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",40-44,21,0,21
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",45-49,16,0,16
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",50-54,12,0,12
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",55-59,6,0,6
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",60-64,5,0,5
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",65-69,1,0,1
2021-01-03,Comirnaty,CZ064,"Jihomoravský kraj",80+,2,0,2
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",0-17,1,0,1
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",18-24,1,0,1
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",25-29,9,0,9
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",30-34,5,0,5
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",35-39,7,0,7
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",40-44,16,0,16
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",45-49,3,0,3
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",50-54,6,0,6
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",55-59,5,0,5
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",60-64,4,0,4
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",65-69,3,0,3
2021-01-03,Comirnaty,CZ071,"Olomoucký kraj",70-74,1,0,1
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",18-24,37,0,37
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",25-29,106,0,106
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",30-34,108,0,108
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",35-39,110,0,110
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",40-44,141,0,141
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",45-49,167,0,167
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",50-54,111,0,111
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",55-59,130,0,130
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",60-64,103,0,103
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",65-69,71,0,71
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",70-74,51,0,51
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",75-79,20,0,20
2021-01-04,Comirnaty,CZ010,"Hlavní město Praha",80+,19,0,19
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",18-24,2,0,2
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",25-29,7,0,7
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",30-34,9,0,9
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",35-39,16,0,16
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",40-44,33,0,33
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",45-49,15,0,15
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",50-54,7,0,7
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",55-59,18,0,18
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",60-64,9,0,9
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",65-69,6,0,6
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",70-74,3,0,3
2021-01-04,Comirnaty,CZ020,"Středočeský kraj",75-79,2,0,2
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",18-24,2,0,2
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",25-29,13,0,13
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",30-34,13,0,13
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",35-39,26,0,26
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",40-44,30,0,30
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",45-49,43,0,43
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",50-54,43,0,43
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",55-59,55,0,55
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",60-64,37,0,37
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",65-69,15,0,15
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",70-74,12,0,12
2021-01-04,Comirnaty,CZ031,"Jihočeský kraj",75-79,1,0,1
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",18-24,2,0,2
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",25-29,10,0,10
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",30-34,1,0,1
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",35-39,17,0,17
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",40-44,13,0,13
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",45-49,11,0,11
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",50-54,8,0,8
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",55-59,9,0,9
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",60-64,3,0,3
2021-01-04,Comirnaty,CZ032,"Plzeňský kraj",65-69,4,0,4
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",18-24,5,0,5
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",25-29,10,0,10
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",30-34,18,0,18
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",35-39,10,0,10
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",40-44,29,0,29
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",45-49,30,0,30
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",50-54,27,0,27
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",55-59,18,0,18
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",60-64,11,0,11
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",65-69,12,0,12
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",70-74,3,0,3
2021-01-04,Comirnaty,CZ041,"Karlovarský kraj",75-79,2,0,2
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",18-24,1,0,1
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",25-29,8,0,8
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",30-34,3,0,3
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",35-39,5,0,5
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",40-44,11,0,11
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",45-49,15,0,15
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",50-54,10,0,10
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",55-59,5,0,5
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",60-64,5,0,5
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",65-69,10,0,10
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",70-74,3,0,3
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",75-79,2,0,2
2021-01-04,Comirnaty,CZ042,"Ústecký kraj",80+,8,0,8
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",18-24,4,0,4
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",25-29,7,0,7
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",30-34,10,0,10
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",35-39,13,0,13
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",40-44,9,0,9
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",45-49,12,0,12
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",50-54,14,0,14
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",55-59,5,0,5
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",60-64,3,0,3
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",65-69,2,0,2
2021-01-04,Comirnaty,CZ051,"Liberecký kraj",70-74,2,0,2
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",25-29,3,0,3
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",35-39,7,0,7
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",40-44,10,0,10
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",45-49,16,0,16
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",50-54,13,0,13
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",55-59,5,0,5
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",60-64,9,0,9
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",65-69,6,0,6
2021-01-04,Comirnaty,CZ052,"Královéhradecký kraj",75-79,1,0,1
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",18-24,3,0,3
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",25-29,1,0,1
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",30-34,2,0,2
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",35-39,6,0,6
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",40-44,6,0,6
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",45-49,11,0,11
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",50-54,9,0,9
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",55-59,6,0,6
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",60-64,4,0,4
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",65-69,6,0,6
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",18-24,8,0,8
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",25-29,20,0,20
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",30-34,11,0,11
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",35-39,16,0,16
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",40-44,27,0,27
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",45-49,46,0,46
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",50-54,27,0,27
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",55-59,24,0,24
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",60-64,16,0,16
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",65-69,10,0,10
2021-01-04,Comirnaty,CZ063,"Kraj Vysočina",70-74,2,0,2
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",25-29,4,0,4
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",30-34,9,0,9
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",35-39,11,0,11
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",40-44,13,0,13
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",45-49,9,0,9
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",50-54,5,0,5
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",55-59,5,0,5
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",60-64,3,0,3
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",65-69,1,0,1
2021-01-04,Comirnaty,CZ064,"Jihomoravský kraj",80+,1,0,1
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",18-24,4,0,4
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",25-29,18,0,18
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",30-34,24,0,24
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",35-39,15,0,15
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",40-44,45,0,45
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",45-49,51,0,51
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",50-54,31,0,31
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",55-59,24,0,24
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",60-64,26,0,26
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",65-69,8,0,8
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",70-74,5,0,5
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",75-79,2,0,2
2021-01-04,Comirnaty,CZ071,"Olomoucký kraj",80+,1,0,1
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",18-24,8,0,8
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",25-29,21,0,21
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",30-34,22,0,22
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",35-39,33,0,33
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",40-44,39,0,39
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",45-49,41,0,41
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",50-54,25,0,25
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",55-59,34,0,34
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",60-64,17,0,17
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",65-69,12,0,12
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",70-74,2,0,2
2021-01-04,Comirnaty,CZ072,"Zlínský kraj",75-79,2,0,2
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,16,0,16
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,40,0,40
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,56,0,56
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,70,0,70
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,109,0,109
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,111,0,111
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,78,0,78
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,82,0,82
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,44,0,44
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,32,0,32
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,10,0,10
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,3,0,3
2021-01-04,Comirnaty,CZ080,"Moravskoslezský kraj",80+,1,0,1
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",18-24,47,0,47
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",25-29,89,0,89
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",30-34,80,0,80
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",35-39,106,0,106
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",40-44,145,0,145
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",45-49,170,0,170
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",50-54,108,0,108
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",55-59,101,0,101
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",60-64,78,0,78
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",65-69,95,0,95
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",70-74,54,0,54
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",75-79,32,0,32
2021-01-05,Comirnaty,CZ010,"Hlavní město Praha",80+,37,0,37
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",18-24,5,0,5
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",25-29,14,0,14
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",30-34,29,0,29
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",35-39,34,0,34
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",40-44,46,0,46
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",45-49,41,0,41
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",50-54,45,0,45
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",55-59,35,0,35
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",60-64,12,0,12
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",65-69,4,0,4
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",70-74,1,0,1
2021-01-05,Comirnaty,CZ020,"Středočeský kraj",75-79,2,0,2
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",18-24,12,0,12
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",25-29,30,0,30
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",30-34,23,0,23
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",35-39,33,0,33
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",40-44,47,0,47
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",45-49,58,0,58
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",50-54,56,0,56
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",55-59,61,0,61
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",60-64,40,0,40
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",65-69,20,0,20
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",70-74,8,0,8
2021-01-05,Comirnaty,CZ031,"Jihočeský kraj",75-79,2,0,2
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",18-24,12,0,12
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",25-29,20,0,20
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",30-34,9,0,9
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",35-39,24,0,24
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",40-44,28,0,28
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",45-49,29,0,29
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",50-54,26,0,26
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",55-59,15,0,15
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",60-64,20,0,20
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",65-69,8,0,8
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",70-74,1,0,1
2021-01-05,Comirnaty,CZ032,"Plzeňský kraj",75-79,1,0,1
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",18-24,8,0,8
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",25-29,20,0,20
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",30-34,22,0,22
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",35-39,21,0,21
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",40-44,42,0,42
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",45-49,46,0,46
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",50-54,41,0,41
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",55-59,36,0,36
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",60-64,26,0,26
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",65-69,15,0,15
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",70-74,3,0,3
2021-01-05,Comirnaty,CZ041,"Karlovarský kraj",75-79,2,0,2
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",18-24,1,0,1
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",25-29,8,0,8
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",30-34,13,0,13
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",35-39,12,0,12
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",40-44,28,0,28
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",45-49,34,0,34
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",50-54,21,0,21
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",55-59,20,0,20
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",60-64,11,0,11
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",65-69,6,0,6
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",70-74,3,0,3
2021-01-05,Comirnaty,CZ042,"Ústecký kraj",75-79,1,0,1
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",18-24,4,0,4
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",25-29,21,0,21
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",30-34,17,0,17
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",35-39,14,0,14
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",40-44,29,0,29
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",45-49,18,0,18
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",50-54,19,0,19
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",55-59,14,0,14
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",60-64,12,0,12
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",65-69,6,0,6
2021-01-05,Comirnaty,CZ051,"Liberecký kraj",70-74,2,0,2
2021-01-05,Comirnaty,CZ052,"Královéhradecký kraj",18-24,2,0,2
2021-01-05,Comirnaty,CZ052,"Královéhradecký kraj",25-29,6,0,6
2021-01-05,Comirnaty,CZ052,"Královéhradecký kraj",30-34,4,0,4
2021-01-05,Comirnaty,CZ052,"Královéhradecký kraj",35-39,10,0,10
